FBgn0000008	FBgn0114341	Dere\GG22167	EOG091902HN
FBgn0037462	FBgn0105839	Dere\GG13568	EOG09190G5V
FBgn0037463	FBgn0106004	Dere\GG13741	EOG09190ISL
FBgn0037464	FBgn0106027	Dere\GG13764	EOG09190G9O
FBgn0037465	FBgn0102458	Dere\GG10147	EOG091908B2
FBgn0037466	FBgn0106038	Dere\GG13775	EOG091903PW
FBgn0037467	FBgn0102446	Dere\GG10135	EOG0919048B
FBgn0037468	FBgn0106049	Dere\GG13786	EOG09190IOK
FBgn0037469	FBgn0106060	Dere\GG13797	EOG09190EZO
FBgn0037470	FBgn0102425	Dere\GG10113	EOG0919064C
FBgn0037472	FBgn0106093	Dere\GG13830	EOG09190BBC
FBgn0037473	FBgn0102370	Dere\GG10058	EOG09190BAB
FBgn0037475	FBgn0106126	Dere\GG13863	EOG09190EWJ
FBgn0037477	FBgn0102359	Dere\GG10047	EOG09190I38
FBgn0037478	FBgn0106138	Dere\GG13875	EOG09190CLE
FBgn0037481	FBgn0117469	Dere\GG25348	EOG09190H49
FBgn0037482	FBgn0117458	Dere\GG25337	EOG091906F5
FBgn0037483	FBgn0106182	Dere\GG13919	EOG091906Z0
FBgn0037485	FBgn0117436	Dere\GG25315	EOG091908S1
FBgn0037486	FBgn0117425	Dere\GG25304	EOG091908GD
FBgn0037487	FBgn0106193	Dere\GG13930	EOG0919018H
FBgn0037488	FBgn0106203	Dere\GG13941	EOG09190C6B
FBgn0037489	FBgn0117414	Dere\GG25293	EOG091903K7
FBgn0037490	FBgn0106214	Dere\GG13952	EOG09190DML
FBgn0037491	FBgn0117403	Dere\GG25282	EOG09190BDP
FBgn0037492	FBgn0106225	Dere\GG13963	EOG09190DMJ
FBgn0037493	FBgn0106248	Dere\GG13986	EOG091905LK
FBgn0037498	FBgn0117350	Dere\GG25226	EOG091908F4
FBgn0037500	FBgn0117339	Dere\GG25215	EOG09190G0Q
FBgn0037501	FBgn0106325	Dere\GG14063	EOG0919062X
FBgn0037502	FBgn0106347	Dere\GG14085	EOG091904NB
FBgn0037503	FBgn0106359	Dere\GG14097	EOG09190J1F
FBgn0037504	FBgn0117328	Dere\GG25204	EOG09190GDU
FBgn0037506	FBgn0117286	Dere\GG25161	EOG09190D3V
FBgn0037512	FBgn0106413	Dere\GG14152	EOG09190900
FBgn0037513	FBgn0117146	Dere\GG25017	EOG091908U7
FBgn0037514	FBgn0106424	Dere\GG14163	EOG09190FZS
FBgn0037515	FBgn0106435	Dere\GG14174	EOG0919096S
FBgn0037516	FBgn0117135	Dere\GG25006	EOG09190FP7
FBgn0037517	FBgn0106446	Dere\GG14185	EOG091907MK
FBgn0037518	FBgn0106457	Dere\GG14196	EOG091907ZL
FBgn0037519	FBgn0117069	Dere\GG24940	EOG091906ED
FBgn0037520	FBgn0117058	Dere\GG24929	EOG09190AHG
FBgn0037521	FBgn0117047	Dere\GG24918	EOG091908G7
FBgn0037525	FBgn0117024	Dere\GG24895	EOG091904BX
FBgn0037526	FBgn0106513	Dere\GG14252	EOG0919072S
FBgn0037529	FBgn0117013	Dere\GG24884	EOG09190AQC
FBgn0037530	FBgn0117002	Dere\GG24873	EOG091901VR
FBgn0037531	FBgn0116970	Dere\GG24840	EOG091902I1
FBgn0037533	FBgn0116937	Dere\GG24807	EOG0919088Z
FBgn0037534	FBgn0116925	Dere\GG24795	EOG09190ART
FBgn0037535	FBgn0106580	Dere\GG14319	EOG09190GLD
FBgn0037536	FBgn0106591	Dere\GG14330	EOG091902O0
FBgn0037537	FBgn0116903	Dere\GG24773	EOG09190BN0
FBgn0037538	FBgn0106602	Dere\GG14341	EOG09190BS2
FBgn0037539	FBgn0116882	Dere\GG24751	EOG091908JK
FBgn0037540	FBgn0106612	Dere\GG14352	EOG091905ZT
FBgn0037541	FBgn0116872	Dere\GG24741	EOG0919007C
FBgn0037543	FBgn0106622	Dere\GG14363	EOG09190CSO
FBgn0037544	FBgn0116850	Dere\GG24719	EOG09190GMW
FBgn0037546	FBgn0115181	Dere\GG23024	EOG0919031E
FBgn0037547	FBgn0115232	Dere\GG23077	EOG091905K5
FBgn0037548	FBgn0115264	Dere\GG23111	EOG09190AAB
FBgn0037549	FBgn0115412	Dere\GG23261	EOG09190749
FBgn0037550	FBgn0109699	Dere\GG17474	EOG09190DRQ
FBgn0037551	FBgn0115523	Dere\GG23372	EOG09190G54
FBgn0037552	FBgn0115629	Dere\GG23482	EOG091907CK
FBgn0037553	FBgn0115733	Dere\GG23591	EOG09190CJY
FBgn0037554	FBgn0115843	Dere\GG23702	EOG091904LF
FBgn0037555	FBgn0109695	Dere\GG17470	EOG091907YB
FBgn0037556	FBgn0109694	Dere\GG17469	EOG09190DBP
FBgn0037561	FBgn0109690	Dere\GG17465	EOG091904S5
FBgn0037562	FBgn0116497	Dere\GG24365	EOG09190JPG
FBgn0037563	FBgn0109689	Dere\GG17464	EOG09190EWV
FBgn0037565	FBgn0109688	Dere\GG17463	EOG091900KV
FBgn0037566	FBgn0116827	Dere\GG24696	EOG09190CN9
FBgn0037569	FBgn0109686	Dere\GG17460	EOG09190AZN
FBgn0037570	FBgn0109685	Dere\GG17459	EOG09190GO1
FBgn0037571	FBgn0109684	Dere\GG17458	EOG09190HT8
FBgn0037572	FBgn0116936	Dere\GG24806	EOG09190KIW
FBgn0037573	FBgn0117046	Dere\GG24917	EOG091908Z2
FBgn0037574	FBgn0109683	Dere\GG17457	EOG09190AFE
FBgn0037576	FBgn0117263	Dere\GG25138	EOG091909PL
FBgn0037577	FBgn0117370	Dere\GG25248	EOG09190KP3
FBgn0037578	FBgn0109678	Dere\GG17452	EOG091907Q9
FBgn0037579	FBgn0102457	Dere\GG10146	EOG09190JML
FBgn0037580	FBgn0102566	Dere\GG10257	EOG0919034K
FBgn0037581	FBgn0102677	Dere\GG10368	EOG091908MX
FBgn0037583	FBgn0109677	Dere\GG17451	EOG0919061E
FBgn0037584	FBgn0103003	Dere\GG10698	EOG09190C3S
FBgn0037589	FBgn0109673	Dere\Obp85a	EOG09190FYS
FBgn0037592	FBgn0103188	Dere\GG10884	EOG091908HP
FBgn0037594	FBgn0103333	Dere\GG11031	EOG091908XE
FBgn0037601	FBgn0109665	Dere\GG17439	EOG0919064Y
FBgn0037602	FBgn0103699	Dere\GG11399	EOG09190K13
FBgn0037603	FBgn0103807	Dere\GG11510	EOG09190GV9
FBgn0037606	FBgn0103917	Dere\GG11620	EOG091905GI
FBgn0037607	FBgn0104025	Dere\GG11729	EOG091904HG
FBgn0037608	FBgn0104133	Dere\GG11838	EOG09190CDY
FBgn0037609	FBgn0109659	Dere\GG17433	EOG09190D2J
FBgn0037610	FBgn0104239	Dere\GG11944	EOG09190AJE
FBgn0037611	FBgn0104339	Dere\GG12047	EOG09190J0P
FBgn0037612	FBgn0104445	Dere\GG12153	EOG09190553
FBgn0037613	FBgn0109657	Dere\GG17431	EOG09190JKQ
FBgn0037614	FBgn0104555	Dere\GG12263	EOG09190IAV
FBgn0037615	FBgn0104661	Dere\GG12372	EOG09190IP9
FBgn0037616	FBgn0104771	Dere\GG12483	EOG091908Q4
FBgn0037617	FBgn0104855	Dere\GG12567	EOG091909VM
FBgn0037618	FBgn0104914	Dere\GG12626	EOG09190AXS
FBgn0037619	FBgn0105024	Dere\GG12737	EOG091909ZJ
FBgn0037620	FBgn0109656	Dere\GG17430	EOG09190BG6
FBgn0037621	FBgn0109655	Dere\GG17429	EOG091908R0
FBgn0037622	FBgn0105124	Dere\GG12848	EOG091901XB
FBgn0037623	FBgn0109654	Dere\GG17428	EOG091903IZ
FBgn0037624	FBgn0105224	Dere\GG12951	EOG09190C3P
FBgn0037625	FBgn0109652	Dere\GG17426	EOG091905JB
FBgn0037626	FBgn0105266	Dere\GG12993	EOG091908IM
FBgn0037627	FBgn0109651	Dere\GG17425	EOG091908S6
FBgn0037630	FBgn0105375	Dere\GG13102	EOG0919048P
FBgn0037632	FBgn0105411	Dere\GG13138	EOG091905XV
FBgn0037633	FBgn0109643	Dere\GG17417	EOG091903SH
FBgn0037634	FBgn0105486	Dere\GG13214	EOG09190GLR
FBgn0037635	FBgn0109642	Dere\GG17416	EOG09190IMI
FBgn0037636	FBgn0109641	Dere\GG17415	EOG09190IHJ
FBgn0037637	FBgn0109640	Dere\GG17414	EOG09190HL9
FBgn0037638	FBgn0105706	Dere\GG13434	EOG091903FP
FBgn0037643	FBgn0105917	Dere\GG13653	EOG091908AW
FBgn0037644	FBgn0109635	Dere\GG17409	EOG091905UH
FBgn0037645	FBgn0109633	Dere\GG17407	EOG091907XF
FBgn0037646	FBgn0106137	Dere\beta-CA	EOG09190DKU
FBgn0037647	FBgn0109632	Dere\GG17406	EOG09190BM9
FBgn0037648	FBgn0106358	Dere\GG14096	EOG09190AWE
FBgn0037650	FBgn0106468	Dere\GG14207	EOG09190DD5
FBgn0037652	FBgn0106579	Dere\GG14318	EOG09190BZ6
FBgn0037653	FBgn0106687	Dere\GG14428	EOG09190BU4
FBgn0037654	FBgn0106796	Dere\GG14538	EOG091908U5
FBgn0037655	FBgn0109628	Dere\GG17402	EOG091909U5
FBgn0037656	FBgn0106905	Dere\GG14649	EOG09190A77
FBgn0037657	FBgn0107016	Dere\GG14760	EOG09190615
FBgn0037659	FBgn0107235	Dere\GG14981	EOG091901G8
FBgn0037660	FBgn0109621	Dere\GG17395	EOG091908BF
FBgn0037661	FBgn0107346	Dere\GG15092	EOG09190D2S
FBgn0037662	FBgn0107455	Dere\GG15202	EOG09190AYS
FBgn0037664	FBgn0107564	Dere\GG15312	EOG091907UP
FBgn0037665	FBgn0107674	Dere\GG15423	EOG09190B4N
FBgn0037668	FBgn0109615	Dere\GG17389	EOG09190CPT
FBgn0037669	FBgn0109614	Dere\GG17388	EOG09190G1X
FBgn0037670	FBgn0108101	Dere\GG15863	EOG09190DVP
FBgn0037671	FBgn0108209	Dere\GG15974	EOG09190CBB
FBgn0037672	FBgn0109613	Dere\GG17387	EOG09190FU2
FBgn0037675	FBgn0264931	Dere\HP1E	EOG09190GM1
FBgn0037676	FBgn0109611	Dere\GG17385	EOG09190HLR
FBgn0037679	FBgn0109608	Dere\GG17382	EOG091906FT
FBgn0037680	FBgn0108532	Dere\GG16299	EOG09190DHP
FBgn0037683	FBgn0108624	Dere\GG16392	EOG09190AR1
FBgn0037684	FBgn0108705	Dere\GG16474	EOG091909EZ
FBgn0037685	FBgn0108771	Dere\GG16541	EOG091909BV
FBgn0037688	FBgn0109602	Dere\GG17376	EOG0919082T
FBgn0037689	FBgn0108995	Dere\GG16765	EOG091904QC
FBgn0037690	FBgn0109600	Dere\GG17373	EOG09190AGS
FBgn0037696	FBgn0109599	Dere\GG17372	EOG09190DHJ
FBgn0037697	FBgn0109598	Dere\GG17371	EOG09190EC2
FBgn0037698	FBgn0109597	Dere\GG17370	EOG091900Q3
FBgn0037700	FBgn0109050	Dere\GG16820	EOG09190EM5
FBgn0037702	FBgn0109081	Dere\GG16852	EOG091901Z0
FBgn0037703	FBgn0109072	Dere\GG16842	EOG09190254
FBgn0037705	FBgn0109590	Dere\GG17363	EOG09190D5M
FBgn0037707	FBgn0109091	Dere\GG16863	EOG09190JKV
FBgn0037708	FBgn0109589	Dere\GG17362	EOG091908A7
FBgn0037709	FBgn0109102	Dere\GG16874	EOG091908L6
FBgn0037710	FBgn0109587	Dere\GG17360	EOG09190CK8
FBgn0037712	FBgn0109134	Dere\GG16906	EOG091903WM
FBgn0037713	FBgn0109586	Dere\GG17359	EOG09190GR1
FBgn0037714	FBgn0109585	Dere\GG17358	EOG09190HYP
FBgn0037715	FBgn0109583	Dere\GG17356	EOG09190ISQ
FBgn0037716	FBgn0109145	Dere\GG16917	EOG091904MW
FBgn0037717	FBgn0109156	Dere\GG16928	EOG091905G7
FBgn0037718	FBgn0109178	Dere\GG16950	EOG091906K0
FBgn0037719	FBgn0109579	Dere\GG17352	EOG09190E7B
FBgn0037720	FBgn0109189	Dere\GG16961	EOG091903K3
FBgn0037721	FBgn0109578	Dere\GG17351	EOG09190GAQ
FBgn0037722	FBgn0109199	Dere\GG16971	EOG091908CU
FBgn0037723	FBgn0109210	Dere\GG16982	EOG09190D2H
FBgn0037724	FBgn0109575	Dere\GG17348	EOG09190KYI
FBgn0037726	FBgn0109574	Dere\GG17347	EOG0919000N
FBgn0037727	FBgn0109232	Dere\GG17004	EOG091903MA
FBgn0037728	FBgn0109243	Dere\GG17015	EOG09190I6F
FBgn0037730	FBgn0109571	Dere\GG17344	EOG091905K6
FBgn0037734	FBgn0109568	Dere\GG17341	EOG091903CQ
FBgn0037736	FBgn0109563	Dere\GG17336	EOG091902LT
FBgn0037737	FBgn0109287	Dere\GG17059	EOG09190D7M
FBgn0037739	FBgn0109559	Dere\GG17332	EOG09190GFM
FBgn0037741	FBgn0109558	Dere\GG17331	EOG09190351
FBgn0037742	FBgn0109557	Dere\GG17330	EOG091908UI
FBgn0037743	FBgn0109320	Dere\GG17092	EOG091904GE
FBgn0037744	FBgn0109331	Dere\GG17103	EOG091908Z5
FBgn0037746	FBgn0109342	Dere\GG17114	EOG09190BF6
FBgn0037747	FBgn0109353	Dere\GG17125	EOG09190G8I
FBgn0037749	FBgn0109554	Dere\GG17327	EOG09190G1E
FBgn0037750	FBgn0109553	Dere\GG17326	EOG09190D74
FBgn0037751	FBgn0109363	Dere\GG17136	EOG091902I2
FBgn0037753	FBgn0109385	Dere\GG17158	EOG09190AXO
FBgn0037754	FBgn0109396	Dere\GG17169	EOG09190FAI
FBgn0037755	FBgn0109550	Dere\GG17323	EOG091908IV
FBgn0037756	FBgn0109407	Dere\GG17180	EOG09190ABH
FBgn0037757	FBgn0109419	Dere\GG17192	EOG0919038V
FBgn0037758	FBgn0109549	Dere\GG17322	EOG091903PU
FBgn0037759	FBgn0109430	Dere\GG17203	EOG09190449
FBgn0037760	FBgn0109548	Dere\GG17321	EOG091901Y4
FBgn0037761	FBgn0109441	Dere\GG17214	EOG09190DAK
FBgn0037763	FBgn0109547	Dere\GG17320	EOG09190DUM
FBgn0037764	FBgn0109546	Dere\GG17319	EOG09190ELV
FBgn0037765	FBgn0109545	Dere\GG17318	EOG09190EK0
FBgn0037766	FBgn0109543	Dere\GG17316	EOG09190DO0
FBgn0037770	FBgn0109541	Dere\GG17314	EOG091905MW
FBgn0037772	FBgn0278257	Dere\GG26952	EOG0919069V
FBgn0037773	FBgn0109538	Dere\GG17311	EOG09190GVR
FBgn0037777	FBgn0109535	Dere\GG17308	EOG09190G04
FBgn0037778	FBgn0109529	Dere\GG17302	EOG091907OH
FBgn0037779	FBgn0109534	Dere\GG17307	EOG09190FK5
FBgn0037780	FBgn0109540	Dere\GG17313	EOG0919059Z
FBgn0037781	FBgn0109533	Dere\GG17306	EOG09190DND
FBgn0037782	FBgn0109532	Dere\GG17305	EOG09190H5A
FBgn0037783	FBgn0109562	Dere\GG17335	EOG09190GXV
FBgn0037786	FBgn0109531	Dere\GG17304	EOG0919080E
FBgn0037788	FBgn0109638	Dere\GG17412	EOG09190BRG
FBgn0037792	FBgn0109525	Dere\GG17298	EOG091902CB
FBgn0037794	FBgn0109524	Dere\GG17297	EOG091907F5
FBgn0037796	FBgn0109522	Dere\GG17295	EOG09190892
FBgn0037797	FBgn0109692	Dere\GG17467	EOG09190IB8
FBgn0037798	FBgn0109520	Dere\GG17293	EOG09190GVT
FBgn0037801	FBgn0109712	Dere\GG17487	EOG091901LN
FBgn0037802	FBgn0109519	Dere\GG17292	EOG09190B49
FBgn0037809	FBgn0109740	Dere\GG17515	EOG09190HXR
FBgn0037814	FBgn0109514	Dere\GG17287	EOG091902VK
FBgn0037815	FBgn0109787	Dere\GG17562	EOG09190FYI
FBgn0037816	FBgn0109512	Dere\GG17285	EOG091906SS
FBgn0037818	FBgn0109508	Dere\GG17281	EOG091908HI
FBgn0037819	FBgn0109506	Dere\GG17279	EOG09190CDT
FBgn0037822	FBgn0277842	Dere\GG26537	EOG09190AJT
FBgn0037824	FBgn0109861	Dere\GG17639	EOG09190J5U
FBgn0037826	FBgn0109501	Dere\GG17274	EOG091908H4
FBgn0037827	FBgn0109872	Dere\GG17650	EOG09190DV9
FBgn0037828	FBgn0109500	Dere\GG17273	EOG09190HUV
FBgn0037829	FBgn0109498	Dere\GG17271	EOG091905YW
FBgn0037831	FBgn0109883	Dere\GG17661	EOG091905BB
FBgn0037832	FBgn0109894	Dere\GG17672	EOG09190EOW
FBgn0037834	FBgn0109491	Dere\GG17264	EOG09190AV4
FBgn0037835	FBgn0109927	Dere\GG17705	EOG09190JJV
FBgn0037836	FBgn0109490	Dere\GG17263	EOG091900AT
FBgn0037837	FBgn0109489	Dere\GG17262	EOG091905I9
FBgn0037838	FBgn0109938	Dere\GG17716	EOG091906BY
FBgn0037841	FBgn0109981	Dere\GG17759	EOG09190D0Y
FBgn0037842	FBgn0109488	Dere\GG17261	EOG09190E9O
FBgn0037843	FBgn0109992	Dere\GG17770	EOG09190FB6
FBgn0037844	FBgn0110003	Dere\GG17781	EOG09190D7Q
FBgn0037845	FBgn0109487	Dere\GG17260	EOG0919091B
FBgn0037846	FBgn0109486	Dere\GG17259	EOG0919083N
FBgn0037848	FBgn0110014	Dere\GG17792	EOG09190BV9
FBgn0037849	FBgn0110025	Dere\GG17803	EOG091909K3
FBgn0037850	FBgn0109482	Dere\GG17255	EOG09190CGR
FBgn0037852	FBgn0109481	Dere\GG17254	EOG09190CA2
FBgn0037853	FBgn0109480	Dere\GG17253	EOG091908A8
FBgn0037855	FBgn0109478	Dere\GG17251	EOG091903AM
FBgn0037856	FBgn0110046	Dere\GG17825	EOG091908L9
FBgn0037857	FBgn0110057	Dere\GG17836	EOG091909M3
FBgn0037860	FBgn0109476	Dere\GG17249	EOG09190GC2
FBgn0037862	FBgn0110100	Dere\GG17880	EOG0919035E
FBgn0037870	FBgn0110156	Dere\GG17936	EOG09190JSP
FBgn0037873	FBgn0109467	Dere\GG17240	EOG09190HU1
FBgn0037874	FBgn0110177	Dere\GG17957	EOG09190GQM
FBgn0037875	FBgn0109466	Dere\GG17239	EOG09190E69
FBgn0037876	FBgn0110186	Dere\GG17967	EOG091909G2
FBgn0037877	FBgn0109464	Dere\GG17237	EOG091906PJ
FBgn0037878	FBgn0109461	Dere\GG17234	EOG09190DRS
FBgn0037880	FBgn0110218	Dere\GG18000	EOG091907N9
FBgn0037881	FBgn0109460	Dere\GG17233	EOG091903ZP
FBgn0037882	FBgn0109459	Dere\GG17232	EOG09190DK9
FBgn0037883	FBgn0110229	Dere\GG18011	EOG09190KST
FBgn0037884	FBgn0109458	Dere\GG17231	EOG09190BPE
FBgn0037885	FBgn0110241	Dere\GG18023	EOG09190K57
FBgn0037891	FBgn0110284	Dere\GG18067	EOG09190ANV
FBgn0037892	FBgn0110317	Dere\GG18100	EOG09190HM9
FBgn0037894	FBgn0110338	Dere\GG18122	EOG091901J7
FBgn0037895	FBgn0109451	Dere\GG17224	EOG091904ZE
FBgn0037896	FBgn0109450	Dere\GG17223	EOG0919056C
FBgn0037897	FBgn0110350	Dere\GG18134	EOG0919007R
FBgn0037898	FBgn0110361	Dere\GG18145	EOG09190HQA
FBgn0037899	FBgn0109449	Dere\GG17222	EOG09190H29
FBgn0037900	FBgn0110372	Dere\GG18156	EOG09190AD8
FBgn0037901	FBgn0109448	Dere\GG17221	EOG091904L3
FBgn0037902	FBgn0110383	Dere\GG18167	EOG09190BIQ
FBgn0037906	FBgn0109446	Dere\GG17219	EOG09190GI3
FBgn0037908	FBgn0110416	Dere\GG18200	EOG09190DUR
FBgn0037911	FBgn0110438	Dere\GG18222	EOG09190BRB
FBgn0037912	FBgn0109443	Dere\GG17216	EOG09190CN0
FBgn0037913	FBgn0109442	Dere\GG17215	EOG09190J9H
FBgn0037915	FBgn0109440	Dere\GG17213	EOG091902HJ
FBgn0037916	FBgn0110460	Dere\GG18244	EOG091902WT
FBgn0037917	FBgn0110471	Dere\GG18255	EOG09190ANF
FBgn0037918	FBgn0109439	Dere\GG17212	EOG0919011I
FBgn0037920	FBgn0110482	Dere\GG18266	EOG09190D07
FBgn0037921	FBgn0109437	Dere\GG17210	EOG09190BZ0
FBgn0037922	FBgn0110493	Dere\GG18277	EOG09190C88
FBgn0037923	FBgn0109436	Dere\GG17209	EOG09190DHW
FBgn0037924	FBgn0110515	Dere\GG18299	EOG091902RQ
FBgn0037926	FBgn0110526	Dere\GG18310	EOG091901KX
FBgn0037930	FBgn0110559	Dere\GG18343	EOG09190J2F
FBgn0037931	FBgn0109433	Dere\GG17206	EOG091901K3
FBgn0037933	FBgn0110571	Dere\GG18355	EOG09190D4V
FBgn0037936	FBgn0109428	Dere\GG17201	EOG09190ANL
FBgn0037937	FBgn0109426	Dere\GG17199	EOG09190I33
FBgn0037939	FBgn0110593	Dere\GG18377	EOG091909SF
FBgn0037940	FBgn0110615	Dere\GG18399	EOG09190FHN
FBgn0037941	FBgn0110636	Dere\GG18421	EOG091909YV
FBgn0037942	FBgn0110647	Dere\GG18432	EOG09190AFM
FBgn0037943	FBgn0110658	Dere\GG18443	EOG091908OA
FBgn0037944	FBgn0109424	Dere\GG17197	EOG091901DQ
FBgn0037949	FBgn0109420	Dere\GG17193	EOG0919018T
FBgn0037950	FBgn0110668	Dere\GG18454	EOG0919082S
FBgn0037955	FBgn0109413	Dere\GG17186	EOG0919070K
FBgn0037956	FBgn0109412	Dere\GG17185	EOG09190A7X
FBgn0037958	FBgn0109410	Dere\GG17183	EOG091904IK
FBgn0037960	FBgn0109409	Dere\GG17182	EOG0919074M
FBgn0037962	FBgn0109408	Dere\GG17181	EOG09190E0V
FBgn0037963	FBgn0109406	Dere\GG17179	EOG0919009M
FBgn0037970	FBgn0110766	Dere\GG18553	EOG09190C7X
FBgn0037972	FBgn0109401	Dere\GG17174	EOG09190FAA
FBgn0037973	FBgn0109400	Dere\GG17173	EOG09190BAH
FBgn0037975	FBgn0109399	Dere\GG17172	EOG09190BNR
FBgn0037976	FBgn0109397	Dere\GG17170	EOG09190E8O
FBgn0037978	FBgn0109395	Dere\GG17168	EOG091904KR
FBgn0037979	FBgn0110787	Dere\GG18576	EOG091901JJ
FBgn0037980	FBgn0109394	Dere\GG17167	EOG091907CF
FBgn0037981	FBgn0110797	Dere\GG18586	EOG091909UM
FBgn0037985	FBgn0110808	Dere\GG18597	EOG09190388
FBgn0037986	FBgn0110819	Dere\GG18608	EOG09190AR9
FBgn0037987	FBgn0109390	Dere\GG17163	EOG09190G68
FBgn0037988	FBgn0109389	Dere\GG17162	EOG0919073C
FBgn0037989	FBgn0109388	Dere\GG17161	EOG091900G5
FBgn0037992	FBgn0109386	Dere\GG17159	EOG09190CN7
FBgn0037993	FBgn0109384	Dere\GG17157	EOG09190BPB
FBgn0037994	FBgn0109382	Dere\GG17155	EOG091906DG
FBgn0037995	FBgn0110850	Dere\GG18640	EOG09190CAP
FBgn0037996	FBgn0109381	Dere\GG17154	EOG0919056K
FBgn0037998	FBgn0109380	Dere\GG17153	EOG091902ED
FBgn0037999	FBgn0109379	Dere\GG17152	EOG091909AQ
FBgn0038000	FBgn0110872	Dere\GG18662	EOG09190CC5
FBgn0038001	FBgn0109378	Dere\GG17151	EOG09190DB6
FBgn0038002	FBgn0109377	Dere\GG17150	EOG09190CYH
FBgn0038003	FBgn0110883	Dere\GG18673	EOG09190DNM
FBgn0038005	FBgn0109375	Dere\GG17148	EOG091908NT
FBgn0038008	FBgn0110895	Dere\GG18685	EOG091906UC
FBgn0038009	FBgn0110905	Dere\GG18696	EOG09190KYH
FBgn0038011	FBgn0110937	Dere\GG18728	EOG09190DWJ
FBgn0038012	FBgn0110948	Dere\GG18739	EOG091907JH
FBgn0038013	FBgn0109370	Dere\GG17143	EOG09190B5F
FBgn0038014	FBgn0109369	Dere\GG17142	EOG09190D3H
FBgn0038016	FBgn0109368	Dere\GG17141	EOG091902BY
FBgn0038017	FBgn0110959	Dere\GG18750	EOG09190E83
FBgn0038020	FBgn0109364	Dere\GG17137	EOG09190FE3
FBgn0038028	FBgn0109362	Dere\GG17134	EOG09190EEB
FBgn0038029	FBgn0111025	Dere\GG18817	EOG09190EJQ
FBgn0038032	FBgn0109361	Dere\GG17133	EOG091906ID
FBgn0038033	FBgn0109360	Dere\GG17132	EOG091906XQ
FBgn0038035	FBgn0109358	Dere\GG17130	EOG091904A6
FBgn0038037	FBgn0109359	Dere\GG17131	EOG091905WP
FBgn0038038	FBgn0111068	Dere\GG18861	EOG09190848
FBgn0038039	FBgn0111079	Dere\GG18872	EOG09190761
FBgn0038042	FBgn0109356	Dere\GG17128	EOG09190CPW
FBgn0038043	FBgn0111101	Dere\GG18894	EOG09190HM4
FBgn0038045	FBgn0111112	Dere\GG18905	EOG09190CMD
FBgn0038046	FBgn0109354	Dere\GG17126	EOG09190A9W
FBgn0038049	FBgn0111144	Dere\GG18938	EOG09190BB4
FBgn0038051	FBgn0109350	Dere\GG17122	EOG09190HZH
FBgn0038052	FBgn0111166	Dere\GG18960	EOG09190C75
FBgn0038053	FBgn0111177	Dere\GG18971	EOG091909JJ
FBgn0038054	FBgn0277739	Dere\GG26434	EOG09190IUL
FBgn0038055	FBgn0111188	Dere\GG18982	EOG091908MS
FBgn0038056	FBgn0109349	Dere\GG17121	EOG09190A9R
FBgn0038057	FBgn0111199	Dere\GG18993	EOG0919067Q
FBgn0038058	FBgn0109348	Dere\GG17120	EOG09190404
FBgn0038063	FBgn0109341	Dere\GG17113	EOG091908MD
FBgn0038065	FBgn0111277	Dere\GG19071	EOG09190GUS
FBgn0038070	FBgn0109338	Dere\GG17110	EOG091908LS
FBgn0038071	FBgn0111333	Dere\GG19127	EOG09190GCY
FBgn0038072	FBgn0111344	Dere\GG19138	EOG091903XP
FBgn0038073	FBgn0111355	Dere\GG19149	EOG091903HJ
FBgn0038074	FBgn0111376	Dere\GG19170	EOG09190CPL
FBgn0038076	FBgn0109335	Dere\GG17107	EOG091906GY
FBgn0038078	FBgn0109330	Dere\GG17102	EOG09190I22
FBgn0038079	FBgn0111398	Dere\GG19192	EOG09190JRK
FBgn0038080	FBgn0111420	Dere\GG19214	EOG09190JGO
FBgn0038084	FBgn0109327	Dere\GG17099	EOG09190COI
FBgn0038087	FBgn0109323	Dere\GG17095	EOG09190CVF
FBgn0038088	FBgn0109322	Dere\GG17094	EOG09190EP0
FBgn0038089	FBgn0111452	Dere\GG19247	EOG09190EZS
FBgn0038090	FBgn0109318	Dere\GG17090	EOG09190BJ2
FBgn0038092	FBgn0111463	Dere\GG19258	EOG09190BC9
FBgn0038095	FBgn0111484	Dere\GG19280	EOG0919064W
FBgn0038097	FBgn0277900	Dere\GG26595	EOG09190GZ4
FBgn0038098	FBgn0109316	Dere\GG17088	EOG091903OU
FBgn0038099	FBgn0111495	Dere\GG19291	EOG091906UF
FBgn0038100	FBgn0111506	Dere\GG19302	EOG09190J9X
FBgn0038102	FBgn0109315	Dere\GG17087	EOG09190BK4
FBgn0038105	FBgn0109313	Dere\GG17085	EOG091907NK
FBgn0038106	FBgn0111528	Dere\GG19324	EOG091909ZH
FBgn0038107	FBgn0277987	Dere\GG26682	EOG09190I8M
FBgn0038108	FBgn0111539	Dere\GG19335	EOG091900C6
FBgn0038109	FBgn0111550	Dere\GG19346	EOG09190EGN
FBgn0038110	FBgn0109311	Dere\GG17083	EOG09190C1N
FBgn0038113	FBgn0111593	Dere\GG19390	EOG091909NO
FBgn0038114	FBgn0111604	Dere\GG19401	EOG09190BP8
FBgn0038115	FBgn0109307	Dere\GG17079	EOG091905Z5
FBgn0038118	FBgn0111671	Dere\GG19468	EOG0919016A
FBgn0038122	FBgn0111681	Dere\GG19478	EOG09190E7G
FBgn0038123	FBgn0109304	Dere\GG17076	EOG09190EDO
