FBgn0000008	FBgn0231782	Dyak\GE14160	EOG091902HN
FBgn0037874	FBgn0068302	Dyak\GE26077	EOG09190GQM
FBgn0037875	FBgn0241748	Dyak\GE24639	EOG09190E69
FBgn0037876	FBgn0243118	Dyak\GE26078	EOG091909G2
FBgn0037877	FBgn0241747	Dyak\GE24637	EOG091906PJ
FBgn0037878	FBgn0241746	Dyak\GE24636	EOG09190DRS
FBgn0037880	FBgn0243121	Dyak\GE26081	EOG091907N9
FBgn0037881	FBgn0241745	Dyak\GE24635	EOG091903ZP
FBgn0037882	FBgn0241744	Dyak\GE24634	EOG09190DK9
FBgn0037883	FBgn0243122	Dyak\GE26082	EOG09190KST
FBgn0037884	FBgn0241743	Dyak\GE24633	EOG09190BPE
FBgn0037885	FBgn0243123	Dyak\GE26083	EOG09190K57
FBgn0037891	FBgn0243128	Dyak\GE26088	EOG09190ANV
FBgn0037892	FBgn0243131	Dyak\GE26091	EOG09190HM9
FBgn0037894	FBgn0243133	Dyak\GE26093	EOG091901J7
FBgn0037895	FBgn0241735	Dyak\GE24625	EOG091904ZE
FBgn0037896	FBgn0241734	Dyak\GE24624	EOG0919056C
FBgn0037897	FBgn0243134	Dyak\GE26094	EOG0919007R
FBgn0037898	FBgn0243135	Dyak\GE26095	EOG09190HQA
FBgn0037899	FBgn0241733	Dyak\GE24623	EOG09190H29
FBgn0037900	FBgn0243137	Dyak\GE26097	EOG09190AD8
FBgn0037901	FBgn0241732	Dyak\GE24622	EOG091904L3
FBgn0037902	FBgn0243138	Dyak\GE26098	EOG09190BIQ
FBgn0037906	FBgn0241728	Dyak\GE24618	EOG09190GI3
FBgn0037908	FBgn0243141	Dyak\GE26101	EOG09190DUR
FBgn0037911	FBgn0241310	Dyak\GE24179	EOG09190BRB
FBgn0037913	FBgn0227990	Dyak\GE10108	EOG09190J9H
FBgn0037915	FBgn0227989	Dyak\GE10107	EOG091902HJ
FBgn0037916	FBgn0241313	Dyak\GE24182	EOG091902WT
FBgn0037917	FBgn0241314	Dyak\GE24183	EOG09190ANF
FBgn0037918	FBgn0227988	Dyak\GE10106	EOG0919011I
FBgn0037920	FBgn0241315	Dyak\GE24184	EOG09190D07
FBgn0037921	FBgn0227985	Dyak\GE10103	EOG09190BZ0
FBgn0037922	FBgn0241316	Dyak\GE24185	EOG09190C88
FBgn0037923	FBgn0227984	Dyak\GE10102	EOG09190DHW
FBgn0037924	FBgn0241318	Dyak\GE24187	EOG091902RQ
FBgn0037926	FBgn0241320	Dyak\GE24189	EOG091901KX
FBgn0037930	FBgn0241324	Dyak\GE24193	EOG09190J2F
FBgn0037931	FBgn0227981	Dyak\GE10099	EOG091901K3
FBgn0037933	FBgn0241325	Dyak\GE24194	EOG09190D4V
FBgn0037936	FBgn0227977	Dyak\GE10095	EOG09190ANL
FBgn0037937	FBgn0227974	Dyak\GE10092	EOG09190I33
FBgn0037939	FBgn0241327	Dyak\GE24196	EOG091909SF
FBgn0037940	FBgn0241329	Dyak\GE24198	EOG09190FHN
FBgn0037941	FBgn0241330	Dyak\GE24199	EOG091909YV
FBgn0037942	FBgn0241331	Dyak\GE24200	EOG09190AFM
FBgn0037943	FBgn0241332	Dyak\GE24201	EOG091908OA
FBgn0037944	FBgn0227971	Dyak\GE10089	EOG091901DQ
FBgn0037949	FBgn0227967	Dyak\GE10085	EOG0919018T
FBgn0037950	FBgn0241334	Dyak\GE24203	EOG0919082S
FBgn0037955	FBgn0227961	Dyak\GE10079	EOG0919070K
FBgn0037956	FBgn0227960	Dyak\GE10078	EOG09190A7X
FBgn0037958	FBgn0227959	Dyak\GE10077	EOG091904IK
FBgn0037960	FBgn0227958	Dyak\GE10076	EOG0919074M
FBgn0037962	FBgn0227957	Dyak\GE10075	EOG09190E0V
FBgn0037963	FBgn0227956	Dyak\GE10074	EOG0919009M
FBgn0037970	FBgn0243189	Dyak\GE26153	EOG09190C7X
FBgn0037972	FBgn0068522	Dyak\GE24564	EOG09190FAA
FBgn0037973	FBgn0241675	Dyak\GE24563	EOG09190BAH
FBgn0037975	FBgn0241674	Dyak\GE24562	EOG09190BNR
FBgn0037976	FBgn0241672	Dyak\GE24560	EOG09190E8O
FBgn0037978	FBgn0241671	Dyak\GE24559	EOG091904KR
FBgn0037979	FBgn0243191	Dyak\GE26155	EOG091901JJ
FBgn0037980	FBgn0241670	Dyak\GE24558	EOG091907CF
FBgn0037981	FBgn0243192	Dyak\GE26156	EOG091909UM
FBgn0037985	FBgn0243193	Dyak\GE26157	EOG09190388
FBgn0037986	FBgn0243194	Dyak\GE26158	EOG09190AR9
FBgn0037987	FBgn0241665	Dyak\GE24553	EOG09190G68
FBgn0037988	FBgn0241664	Dyak\GE24552	EOG0919073C
FBgn0037989	FBgn0241663	Dyak\GE24551	EOG091900G5
FBgn0037992	FBgn0241660	Dyak\GE24548	EOG09190CN7
FBgn0037993	FBgn0241659	Dyak\GE24547	EOG09190BPB
FBgn0037994	FBgn0241657	Dyak\GE24545	EOG091906DG
FBgn0037995	FBgn0243197	Dyak\GE26161	EOG09190CAP
FBgn0037996	FBgn0241656	Dyak\GE24544	EOG0919056K
FBgn0037998	FBgn0241654	Dyak\GE24542	EOG091902ED
FBgn0037999	FBgn0241653	Dyak\GE24541	EOG091909AQ
FBgn0038000	FBgn0243200	Dyak\GE26164	EOG09190CC5
FBgn0038001	FBgn0241652	Dyak\GE24540	EOG09190DB6
FBgn0038002	FBgn0241651	Dyak\GE24539	EOG09190CYH
FBgn0038003	FBgn0243201	Dyak\GE26165	EOG09190DNM
FBgn0038005	FBgn0241649	Dyak\GE24537	EOG091908NT
FBgn0038008	FBgn0243203	Dyak\GE26167	EOG091906UC
FBgn0038009	FBgn0243204	Dyak\GE26168	EOG09190KYH
FBgn0038011	FBgn0243206	Dyak\GE26170	EOG09190DWJ
FBgn0038012	FBgn0243207	Dyak\GE26171	EOG091907JH
FBgn0038013	FBgn0068521	Dyak\GE24534	EOG09190B5F
FBgn0038014	FBgn0241646	Dyak\GE24533	EOG09190D3H
FBgn0038016	FBgn0241644	Dyak\GE24531	EOG091902BY
FBgn0038017	FBgn0243208	Dyak\GE26172	EOG09190E83
FBgn0038020	FBgn0241641	Dyak\GE24528	EOG09190FE3
FBgn0038028	FBgn0241640	Dyak\GE24526	EOG09190EEB
FBgn0038029	FBgn0243218	Dyak\GE26182	EOG09190EJQ
FBgn0038032	FBgn0241639	Dyak\GE24525	EOG091906ID
FBgn0038033	FBgn0241638	Dyak\GE24524	EOG091906XQ
FBgn0038035	FBgn0241636	Dyak\GE24522	EOG091904A6
FBgn0038037	FBgn0241637	Dyak\GE24523	EOG091905WP
FBgn0038038	FBgn0243224	Dyak\GE26188	EOG09190848
FBgn0038039	FBgn0243225	Dyak\GE26189	EOG09190761
FBgn0038042	FBgn0241633	Dyak\GE24519	EOG09190CPW
FBgn0038043	FBgn0068392	Dyak\GE26191	EOG09190HM4
FBgn0038045	FBgn0243227	Dyak\GE26192	EOG09190CMD
FBgn0038046	FBgn0241631	Dyak\GE24517	EOG09190A9W
FBgn0038049	FBgn0068286	Dyak\GE26195	EOG09190BB4
FBgn0038051	FBgn0241628	Dyak\GE24514	EOG09190HZH
FBgn0038052	FBgn0243232	Dyak\GE26199	EOG09190C75
FBgn0038053	FBgn0243233	Dyak\GE26200	EOG091909JJ
FBgn0038054	FBgn0275479	Dyak\GE27324	EOG09190IUL
FBgn0038055	FBgn0243234	Dyak\GE26201	EOG091908MS
FBgn0038056	FBgn0241627	Dyak\GE24513	EOG09190A9R
FBgn0038057	FBgn0243235	Dyak\GE26202	EOG0919067Q
FBgn0038058	FBgn0241626	Dyak\GE24512	EOG09190404
FBgn0038063	FBgn0241617	Dyak\GE24503	EOG091908MD
FBgn0038065	FBgn0243238	Dyak\GE26205	EOG09190GUS
FBgn0038070	FBgn0241614	Dyak\GE24500	EOG091908LS
FBgn0038071	FBgn0243244	Dyak\GE26211	EOG09190GCY
FBgn0038072	FBgn0243245	Dyak\GE26212	EOG091903XP
FBgn0038073	FBgn0243246	Dyak\GE26213	EOG091903HJ
FBgn0038074	FBgn0243247	Dyak\GE26214	EOG09190CPL
FBgn0038076	FBgn0241610	Dyak\GE24496	EOG091906GY
FBgn0038078	FBgn0241606	Dyak\GE24492	EOG09190I22
FBgn0038079	FBgn0243249	Dyak\GE26216	EOG09190JRK
FBgn0038080	FBgn0243252	Dyak\GE26219	EOG09190JGO
FBgn0038084	FBgn0241602	Dyak\GE24488	EOG09190COI
FBgn0038087	FBgn0241597	Dyak\GE24483	EOG09190CVF
FBgn0038088	FBgn0241596	Dyak\GE24482	EOG09190EP0
FBgn0038089	FBgn0243255	Dyak\GE26222	EOG09190EZS
FBgn0038090	FBgn0241594	Dyak\GE24480	EOG09190BJ2
FBgn0038092	FBgn0243256	Dyak\GE26223	EOG09190BC9
FBgn0038095	FBgn0243258	Dyak\GE26226	EOG0919064W
FBgn0038097	FBgn0275910	Dyak\GE27755	EOG09190GZ4
FBgn0038098	FBgn0241592	Dyak\GE24478	EOG091903OU
FBgn0038099	FBgn0243259	Dyak\GE26227	EOG091906UF
FBgn0038100	FBgn0243260	Dyak\GE26228	EOG09190J9X
FBgn0038102	FBgn0241591	Dyak\GE24477	EOG09190BK4
FBgn0038105	FBgn0241588	Dyak\GE24474	EOG091907NK
FBgn0038106	FBgn0243263	Dyak\GE26231	EOG091909ZH
FBgn0038107	FBgn0277165	Dyak\GE29010	EOG09190I8M
FBgn0038108	FBgn0243264	Dyak\GE26232	EOG091900C6
FBgn0038109	FBgn0243265	Dyak\GE26233	EOG09190EGN
FBgn0038110	FBgn0068230	Dyak\GE24472	EOG09190C1N
FBgn0038113	FBgn0243268	Dyak\GE26237	EOG091909NO
FBgn0038114	FBgn0243269	Dyak\GE26238	EOG09190BP8
FBgn0038115	FBgn0241585	Dyak\GE24469	EOG091905Z5
FBgn0038118	FBgn0243280	Dyak\GE26249	EOG0919016A
FBgn0038122	FBgn0243281	Dyak\GE26250	EOG09190E7G
FBgn0038123	FBgn0241580	Dyak\GE24464	EOG09190EDO
FBgn0038124	FBgn0243282	Dyak\GE26251	EOG09190JBY
FBgn0038125	FBgn0243284	Dyak\GE26253	EOG09190FXA
FBgn0038126	FBgn0241578	Dyak\GE24462	EOG09190BR5
FBgn0038127	FBgn0241577	Dyak\GE24461	EOG09190E2Y
FBgn0038128	FBgn0241575	Dyak\GE24459	EOG09190CVD
FBgn0038129	FBgn0241574	Dyak\GE24458	EOG091904VH
FBgn0038130	FBgn0243288	Dyak\GE26257	EOG09190AIH
FBgn0038131	FBgn0241573	Dyak\GE24457	EOG09190GLP
FBgn0038132	FBgn0241572	Dyak\GE24456	EOG09190JQU
FBgn0038133	FBgn0243289	Dyak\GE26258	EOG09190DQ6
FBgn0038134	FBgn0241571	Dyak\GE24455	EOG09190CRX
FBgn0038139	FBgn0241567	Dyak\GE24451	EOG091906QG
FBgn0038140	FBgn0243295	Dyak\GE26264	EOG091904UN
FBgn0038142	FBgn0243298	Dyak\GE26267	EOG09190GW2
FBgn0038143	FBgn0241564	Dyak\GE24448	EOG09190B4D
FBgn0038144	FBgn0243300	Dyak\GE26269	EOG09190DAT
FBgn0038145	FBgn0243301	Dyak\GE26270	EOG091909RK
FBgn0038146	FBgn0241562	Dyak\GE24446	EOG091901U9
FBgn0038147	FBgn0241561	Dyak\GE24445	EOG09190IYD
FBgn0038149	FBgn0068188	Dyak\GE24442	EOG09190EYB
FBgn0038150	FBgn0241557	Dyak\GE24440	EOG091908BJ
FBgn0038151	FBgn0241556	Dyak\GE24439	EOG091908H0
FBgn0038153	FBgn0243303	Dyak\GE26272	EOG091907NG
FBgn0038156	FBgn0243306	Dyak\GE26275	EOG0919024O
FBgn0038158	FBgn0243311	Dyak\GE26280	EOG09190IFY
FBgn0038159	FBgn0241550	Dyak\GE24433	EOG09190K6Q
FBgn0038160	FBgn0241548	Dyak\GE24431	EOG09190L29
FBgn0038161	FBgn0243312	Dyak\GE26281	EOG09190KZI
FBgn0038163	FBgn0243313	Dyak\GE26282	EOG091902TW
FBgn0038165	FBgn0241542	Dyak\GE24425	EOG091908UN
FBgn0038166	FBgn0241541	Dyak\GE24424	EOG09190F63
FBgn0038167	FBgn0243318	Dyak\GE26287	EOG09190736
FBgn0038168	FBgn0241540	Dyak\GE24423	EOG091901JQ
FBgn0038170	FBgn0243320	Dyak\GE26289	EOG09190DP4
FBgn0038172	FBgn0241537	Dyak\GE24420	EOG091905WO
FBgn0038173	FBgn0243322	Dyak\GE26291	EOG091907FA
FBgn0038179	FBgn0243326	Dyak\GE26295	EOG09190J9A
FBgn0038180	FBgn0243328	Dyak\GE26297	EOG09190622
FBgn0038181	FBgn0243329	Dyak\GE26298	EOG09190359
FBgn0038183	FBgn0243331	Dyak\GE26301	EOG09190DKA
FBgn0038186	FBgn0241527	Dyak\GE24409	EOG09190G6L
FBgn0038188	FBgn0241524	Dyak\GE24406	EOG09190F5S
FBgn0038189	FBgn0241523	Dyak\GE24405	EOG09190AQA
FBgn0038190	FBgn0068183	Dyak\GE24404	EOG09190GF4
FBgn0038191	FBgn0241681	Dyak\GE24570	EOG091902JM
FBgn0038194	FBgn0241345	Dyak\GE24214	EOG091906K1
FBgn0038195	FBgn0241346	Dyak\GE24215	EOG09190D2M
FBgn0038196	FBgn0227950	Dyak\GE10068	EOG09190JHA
FBgn0038197	FBgn0241347	Dyak\GE24216	EOG091909DI
FBgn0038198	FBgn0241348	Dyak\GE24217	EOG09190H4R
FBgn0038199	FBgn0227948	Dyak\GE10066	EOG09190KPG
FBgn0038200	FBgn0227947	Dyak\GE10065	EOG09190JKY
FBgn0038201	FBgn0227946	Dyak\GE10064	EOG091908F7
FBgn0038202	FBgn0227945	Dyak\GE10063	EOG0919043K
FBgn0038203	FBgn0241349	Dyak\GE24218	EOG091908IT
FBgn0038204	FBgn0227944	Dyak\GE10062	EOG09190DWO
FBgn0038205	FBgn0227943	Dyak\GE10061	EOG09190464
FBgn0038206	FBgn0241351	Dyak\GE24220	EOG09190AXR
FBgn0038207	FBgn0227939	Dyak\GE10057	EOG09190HLQ
FBgn0038208	FBgn0227938	Dyak\GE10056	EOG0919054N
FBgn0038209	FBgn0227936	Dyak\GE10054	EOG09190DSW
FBgn0038210	FBgn0068332	Dyak\GE24222	EOG09190F2C
FBgn0038211	FBgn0227932	Dyak\GE10050	EOG09190AVA
FBgn0038213	FBgn0227927	Dyak\GE10044	EOG09190DAA
FBgn0038214	FBgn0227925	Dyak\GE10042	EOG09190IF9
FBgn0038217	FBgn0227923	Dyak\GE10040	EOG09190K2L
FBgn0038218	FBgn0227922	Dyak\GE10039	EOG09190HUJ
FBgn0038219	FBgn0241355	Dyak\GE24225	EOG09190FNR
FBgn0038221	FBgn0241357	Dyak\GE24227	EOG09190CTT
FBgn0038223	FBgn0243478	Dyak\GE26457	EOG091902KE
FBgn0038224	FBgn0241362	Dyak\GE24232	EOG09190KU7
FBgn0038225	FBgn0243475	Dyak\GE26454	EOG09190HYL
FBgn0038233	FBgn0243468	Dyak\GE26447	EOG091908Z4
FBgn0038234	FBgn0241366	Dyak\GE24237	EOG09190HOT
FBgn0038235	FBgn0243467	Dyak\GE26446	EOG09190FVS
FBgn0038237	FBgn0243466	Dyak\GE26445	EOG091901K0
FBgn0038238	FBgn0243465	Dyak\GE26444	EOG09190IRP
FBgn0038244	FBgn0243460	Dyak\GE26438	EOG09190190
FBgn0038246	FBgn0241374	Dyak\GE24245	EOG09190HI5
FBgn0038247	FBgn0241377	Dyak\GE24248	EOG0919008E
FBgn0038248	FBgn0243458	Dyak\GE26436	EOG091902XZ
FBgn0038250	FBgn0241378	Dyak\GE24249	EOG09190ABE
FBgn0038251	FBgn0241379	Dyak\GE24250	EOG09190DXE
FBgn0038252	FBgn0241380	Dyak\GE24251	EOG09190GV6
FBgn0038256	FBgn0243453	Dyak\GE26431	EOG09190B7O
FBgn0038257	FBgn0067926	Dyak\smp-30	EOG09190BLW
FBgn0038258	FBgn0275877	Dyak\GE27722	EOG091906P0
FBgn0038260	FBgn0241383	Dyak\GE24254	EOG091905UF
FBgn0038261	FBgn0241384	Dyak\GE24255	EOG0919064T
FBgn0038262	FBgn0241385	Dyak\GE24256	EOG091905Q1
FBgn0038266	FBgn0241388	Dyak\GE24259	EOG091907BT
FBgn0038268	FBgn0241389	Dyak\GE24260	EOG09190930
FBgn0038269	FBgn0243450	Dyak\GE26425	EOG091902J9
FBgn0038271	FBgn0241392	Dyak\GE24263	EOG091907FF
FBgn0038272	FBgn0243448	Dyak\GE26423	EOG091908JF
FBgn0038273	FBgn0241393	Dyak\GE24264	EOG09190EIH
FBgn0038274	FBgn0243447	Dyak\GE26422	EOG091902PC
FBgn0038275	FBgn0241394	Dyak\GE24265	EOG09190H5X
FBgn0038277	FBgn0243445	Dyak\GE26420	EOG09190F2E
FBgn0038279	FBgn0241395	Dyak\GE24266	EOG0919023G
FBgn0038280	FBgn0241396	Dyak\GE24267	EOG09190BAQ
FBgn0038281	FBgn0241399	Dyak\GE24270	EOG09190G9N
FBgn0038282	FBgn0243441	Dyak\GE26416	EOG091907VS
FBgn0038285	FBgn0243440	Dyak\GE26415	EOG09190DG6
FBgn0038286	FBgn0243439	Dyak\GE26414	EOG09190478
FBgn0038290	FBgn0243436	Dyak\GE26411	EOG091909SI
FBgn0038291	FBgn0241400	Dyak\GE24271	EOG09190FT6
FBgn0038292	FBgn0241401	Dyak\GE24272	EOG09190A1K
FBgn0038294	FBgn0068265	Dyak\GE26409	EOG09190B32
FBgn0038295	FBgn0241402	Dyak\GE24273	EOG091901K2
FBgn0038296	FBgn0243434	Dyak\GE26408	EOG091900Y3
FBgn0038300	FBgn0241404	Dyak\GE24275	EOG091904LK
FBgn0038301	FBgn0243430	Dyak\GE26404	EOG091906QK
FBgn0038302	FBgn0241405	Dyak\GE24276	EOG09190GP9
FBgn0038303	FBgn0243429	Dyak\GE26403	EOG0919012C
FBgn0038304	FBgn0241406	Dyak\GE24277	EOG091902FM
FBgn0038306	FBgn0243426	Dyak\GE26400	EOG0919091V
FBgn0038307	FBgn0241408	Dyak\GE24280	EOG09190H2T
FBgn0038309	FBgn0243424	Dyak\GE26398	EOG0919056X
FBgn0038311	FBgn0243422	Dyak\GE26396	EOG09190655
FBgn0038312	FBgn0068314	Dyak\GE24287	EOG09190BWX
FBgn0038313	FBgn0068313	Dyak\GE24288	EOG09190EJE
FBgn0038315	FBgn0241416	Dyak\GE24293	EOG09190AWV
FBgn0038316	FBgn0243418	Dyak\GE26391	EOG091908FP
FBgn0038318	FBgn0243417	Dyak\GE26390	EOG091904PP
FBgn0038319	FBgn0241420	Dyak\GE24297	EOG09190DMW
FBgn0038320	FBgn0241421	Dyak\GE24298	EOG091900LT
FBgn0038321	FBgn0243415	Dyak\GE26388	EOG09190B48
FBgn0038324	FBgn0241426	Dyak\GE24303	EOG091903DV
FBgn0038325	FBgn0243412	Dyak\GE26385	EOG091905IW
FBgn0038326	FBgn0241427	Dyak\GE24304	EOG09190AM9
FBgn0038327	FBgn0241428	Dyak\GE24305	EOG09190DUT
FBgn0038330	FBgn0243408	Dyak\GE26379	EOG0919079Q
FBgn0038331	FBgn0241429	Dyak\GE24306	EOG09190FM9
FBgn0038332	FBgn0243407	Dyak\GE26378	EOG09190DIG
FBgn0038334	FBgn0243406	Dyak\GE26377	EOG09190FX7
FBgn0038337	FBgn0243405	Dyak\GE26376	EOG09190656
FBgn0038339	FBgn0243404	Dyak\GE26375	EOG091904YE
FBgn0038341	FBgn0243401	Dyak\GE26372	EOG091900EG
FBgn0038342	FBgn0241438	Dyak\GE24315	EOG09190EVF
FBgn0038343	FBgn0243400	Dyak\GE26371	EOG09190J14
FBgn0038344	FBgn0241440	Dyak\GE24317	EOG0919008G
FBgn0038345	FBgn0241441	Dyak\GE24318	EOG09190E4C
FBgn0038348	FBgn0243396	Dyak\GE26367	EOG091900SH
FBgn0038353	FBgn0068292	Dyak\GE24327	EOG09190IPR
FBgn0038354	FBgn0241450	Dyak\GE24328	EOG091904B6
FBgn0038355	FBgn0241452	Dyak\GE24330	EOG09190BLB
FBgn0038356	FBgn0241454	Dyak\GE24332	EOG09190JNJ
FBgn0038357	FBgn0243390	Dyak\GE26361	EOG09190C40
FBgn0038358	FBgn0241455	Dyak\GE24333	EOG091905R1
FBgn0038359	FBgn0241456	Dyak\GE24334	EOG09190G33
FBgn0038360	FBgn0241458	Dyak\GE24336	EOG091908UB
FBgn0038361	FBgn0241459	Dyak\GE24337	EOG09190DUY
FBgn0038363	FBgn0241460	Dyak\GE24338	EOG09190JCJ
FBgn0038365	FBgn0241461	Dyak\GE24340	EOG09190AJK
FBgn0038366	FBgn0241463	Dyak\GE24342	EOG091904KF
FBgn0038369	FBgn0241464	Dyak\GE24343	EOG09190GHV
FBgn0038371	FBgn0243385	Dyak\GE26356	EOG09190AH0
FBgn0038373	FBgn0241466	Dyak\GE24345	EOG091907F6
FBgn0038376	FBgn0243383	Dyak\GE26354	EOG091902JV
FBgn0038377	FBgn0241468	Dyak\GE24347	EOG09190GIV
FBgn0038380	FBgn0243378	Dyak\GE26349	EOG09190DX0
FBgn0038381	FBgn0241470	Dyak\GE24349	EOG09190D7F
FBgn0038385	FBgn0241472	Dyak\GE24351	EOG09190358
FBgn0038386	FBgn0243375	Dyak\GE26346	EOG09190E3A
FBgn0038387	FBgn0241473	Dyak\GE24352	EOG09190IXV
FBgn0038388	FBgn0243373	Dyak\GE26344	EOG09190CK4
FBgn0038390	FBgn0241475	Dyak\GE24354	EOG091903FI
FBgn0038391	FBgn0241479	Dyak\GE24358	EOG091905A7
FBgn0038394	FBgn0241483	Dyak\GE24362	EOG09190DVM
FBgn0038395	FBgn0243370	Dyak\GE26341	EOG09190E5V
FBgn0038396	FBgn0241484	Dyak\GE24363	EOG09190EBK
FBgn0038397	FBgn0243368	Dyak\GE26338	EOG091900C5
FBgn0038398	FBgn0241489	Dyak\GE24368	EOG091909DN
FBgn0038400	FBgn0243364	Dyak\GE26334	EOG09190ERE
FBgn0038401	FBgn0241492	Dyak\GE24371	EOG09190BBU
FBgn0038402	FBgn0243363	Dyak\GE26333	EOG09190F4J
FBgn0038404	FBgn0241495	Dyak\GE24374	EOG091904D0
FBgn0038405	FBgn0241496	Dyak\GE24375	EOG09190E2G
FBgn0038407	FBgn0243361	Dyak\GE26331	EOG0919057F
FBgn0038412	FBgn0241505	Dyak\GE24385	EOG09190B1O
FBgn0038414	FBgn0241507	Dyak\GE24387	EOG091908I3
FBgn0038415	FBgn0241509	Dyak\GE24389	EOG09190785
FBgn0038416	FBgn0241510	Dyak\GE24390	EOG0919080F
FBgn0038418	FBgn0241511	Dyak\GE24391	EOG091903CC
FBgn0038419	FBgn0243352	Dyak\GE26322	EOG09190I2Y
FBgn0038420	FBgn0243351	Dyak\GE26321	EOG09190HPK
FBgn0038421	FBgn0243350	Dyak\GE26320	EOG09190KYX
FBgn0038422	FBgn0243349	Dyak\GE26319	EOG09190875
FBgn0038423	FBgn0243347	Dyak\GE26317	EOG09190FR3
FBgn0038424	FBgn0241514	Dyak\GE24394	EOG091907YH
FBgn0038425	FBgn0241515	Dyak\GE24395	EOG09190CYJ
FBgn0038426	FBgn0243344	Dyak\GE26314	EOG09190IZ3
FBgn0038427	FBgn0243343	Dyak\GE26313	EOG091901TM
FBgn0038428	FBgn0243342	Dyak\GE26312	EOG09190DKZ
FBgn0038429	FBgn0241516	Dyak\GE24396	EOG09190ARC
FBgn0038431	FBgn0241517	Dyak\GE24397	EOG09190D41
FBgn0038432	FBgn0241518	Dyak\GE24398	EOG09190C1V
FBgn0038437	FBgn0243339	Dyak\GE26309	EOG09190IDC
FBgn0038438	FBgn0243338	Dyak\GE26308	EOG09190DL3
FBgn0038439	FBgn0243185	Dyak\GE26148	EOG0919009S
FBgn0038440	FBgn0243184	Dyak\GE26147	EOG09190FHU
FBgn0038446	FBgn0243180	Dyak\GE26143	EOG09190JAO
FBgn0038447	FBgn0241689	Dyak\GE24578	EOG09190B2U
FBgn0038448	FBgn0243176	Dyak\GE26138	EOG091907PT
FBgn0038449	FBgn0241692	Dyak\GE24581	EOG091906JN
FBgn0038450	FBgn0241693	Dyak\GE24582	EOG091906ZD
FBgn0038451	FBgn0241694	Dyak\GE24583	EOG091906HG
FBgn0038452	FBgn0243175	Dyak\GE26136	EOG091908PH
FBgn0038453	FBgn0241697	Dyak\GE24586	EOG09190H9I
FBgn0038454	FBgn0243174	Dyak\GE26135	EOG09190BYQ
FBgn0038455	FBgn0243172	Dyak\GE26133	EOG09190CB6
FBgn0038458	FBgn0241705	Dyak\GE24594	EOG09190JP0
FBgn0038460	FBgn0243159	Dyak\GE26120	EOG09190K8B
FBgn0038463	FBgn0241707	Dyak\GE24596	EOG091905EV
FBgn0038465	FBgn0241708	Dyak\GE24597	EOG091903BH
FBgn0038466	FBgn0241710	Dyak\GE24599	EOG091904LN
FBgn0038467	FBgn0243154	Dyak\GE26115	EOG0919074W
FBgn0038468	FBgn0241712	Dyak\GE24601	EOG09190ICS
FBgn0038469	FBgn0243153	Dyak\GE26114	EOG09190468
FBgn0038470	FBgn0243152	Dyak\GE26113	EOG091902DH
FBgn0038471	FBgn0068296	Dyak\GE24604	EOG09190CFB
FBgn0038472	FBgn0243151	Dyak\GE26112	EOG09190DJH
FBgn0038473	FBgn0068320	Dyak\GE26110	EOG091907XT
FBgn0038474	FBgn0241717	Dyak\GE24607	EOG09190GF3
FBgn0038475	FBgn0243149	Dyak\GE26109	EOG091902PG
FBgn0038476	FBgn0241718	Dyak\GE24608	EOG09190GC5
FBgn0038478	FBgn0241721	Dyak\GE24611	EOG091902AM
FBgn0038479	FBgn0243146	Dyak\GE26106	EOG09190CY6
FBgn0038481	FBgn0243145	Dyak\GE26105	EOG09190CF3
FBgn0038482	FBgn0243144	Dyak\GE26104	EOG09190DEA
FBgn0038484	FBgn0227994	Dyak\GE10112	EOG09190CY3
FBgn0038485	FBgn0227995	Dyak\GE10113	EOG09190DJC
FBgn0038487	FBgn0241309	Dyak\GE24178	EOG09190F2F
FBgn0038488	FBgn0241308	Dyak\GE24177	EOG091903RA
FBgn0038490	FBgn0227999	Dyak\GE10117	EOG09190DFK
FBgn0038491	FBgn0228000	Dyak\GE10118	EOG09190HOU
FBgn0038492	FBgn0241307	Dyak\GE24176	EOG091902DP
FBgn0038494	FBgn0241305	Dyak\GE24174	EOG09190DHI
FBgn0038498	FBgn0241304	Dyak\GE24173	EOG09190BDN
FBgn0038499	FBgn0241303	Dyak\GE24172	EOG091905Y6
FBgn0038504	FBgn0241301	Dyak\GE24170	EOG09190680
FBgn0038505	FBgn0228008	Dyak\GE10127	EOG0919087Q
FBgn0038506	FBgn0228009	Dyak\GE10128	EOG09190D9J
FBgn0038507	FBgn0228010	Dyak\GE10129	EOG091909BW
FBgn0038508	FBgn0228012	Dyak\GE10131	EOG09190FLB
FBgn0038510	FBgn0242352	Dyak\GE25270	EOG09190BQX
FBgn0038511	FBgn0242543	Dyak\GE25475	EOG091902R1
FBgn0038512	FBgn0242350	Dyak\GE25268	EOG09190KBQ
FBgn0038515	FBgn0242347	Dyak\GE25265	EOG09190E0L
FBgn0038516	FBgn0242544	Dyak\GE25476	EOG09190EYF
FBgn0038519	FBgn0242345	Dyak\GE25263	EOG09190EAT
FBgn0038524	FBgn0242551	Dyak\GE25483	EOG0919076E
FBgn0038525	FBgn0242552	Dyak\GE25484	EOG09190HVF
FBgn0038529	FBgn0242341	Dyak\GE25259	EOG09190HA7
FBgn0038530	FBgn0068529	Dyak\AttD	EOG09190GEO
FBgn0038531	FBgn0242556	Dyak\GE25489	EOG091906WJ
